Radius_mm,TwoTheta_deg,Intensity_Raw,Intensity_Normalized_Percent,Intensity_Smoothed
0.0,0.0,239.0,99.34486965165138,99.34486965165138
0.03285694814930197,0.00941282219849354,238.0,98.929200740975,98.929200740975
0.06571389629860394,0.018825643888892837,237.875,98.87724212714046,98.87724212714046
0.09857084444790591,0.028238464563103815,236.65,98.36804771156193,98.36804771156193
0.13142779259720788,0.03765128371303273,239.33333333333334,99.48342595521017,99.48342595521017
0.16428474074650984,0.04706410083058632,239.825,99.68779650295937,99.68779650295937
0.19714168889581182,0.05647691540767199,239.41666666666666,99.51806503109985,99.51806503109985
0.2299986370451138,0.06588972693619798,239.27083333333334,99.45744664829289,99.45744664829289
0.26285558519441576,0.07530253490807348,238.51785714285714,99.1444578554324,99.1444578554324
0.2957125333437177,0.08471533881520887,239.48214285714286,99.54528144787034,99.54528144787034
0.3285694814930197,0.09412813814951582,237.38235294117646,98.67246406085137,98.67246406085137
0.3614264296423217,0.10354093240290753,238.359375,99.07858175574933,99.07858175574933
0.39428337779162365,0.11295372106729876,239.4125,99.51633307730538,99.51633307730538
0.4271403259409256,0.12236650363460616,239.05434782608697,99.36746035331858,99.36746035331858
0.4599972740902276,0.13177927959674832,237.88636363636363,98.88196563748906,98.88196563748906
0.49285422223952957,0.14119204844564595,238.57291666666666,99.16734438771667,99.16734438771667
0.5257111703888315,0.1506048096732221,238.8125,99.26693173089956,99.26693173089956
0.5585681185381335,0.1600175627714023,238.77586206896552,99.25170248201702,99.25170248201702
0.5914250666874354,0.16943030723211466,238.55,99.15781864184702,99.15781864184702
0.6242820148367374,0.1788430425472901,238.86666666666667,99.28944713022786,99.28944713022786
0.6571389629860394,0.18825576820886256,238.0,98.929200740975,98.929200740975
0.6899959111353414,0.19766848370876908,238.5625,99.16301450323046,99.16301450323046
0.7228528592846434,0.2070811885389499,236.5514705882353,98.3270920983041,98.3270920983041
0.7557098074339453,0.2164938821913488,237.81428571428572,98.85200508613512,98.85200508613512
0.7885667555832473,0.22590656415791321,237.55263157894737,98.74324359672507,98.74324359672507
0.8214237037325492,0.23531923393059434,237.07142857142858,98.54322246677553,98.54322246677553
0.8542806518818512,0.2447318910013472,238.29545454545453,99.05201201003848,99.05201201003848
0.8871376000311532,0.2541445348621311,238.03048780487805,98.94187357361758,98.94187357361758
0.9199945481804552,0.2635571650049096,237.11309523809524,98.56054200472038,98.56054200472038
0.9528514963297572,0.2729697809216506,238.69791666666666,99.21930300155122,99.21930300155122
0.9857084444790591,0.2823823821043266,238.06914893617022,98.95794380394732,98.95794380394732
1.018565392628361,0.29179496804491506,238.21153846153845,99.01713070284886,99.01713070284886
1.051422340777663,0.30120753823539814,238.85,99.28251931504992,99.28251931504992
1.084279288926965,0.3106200921677633,237.47596153846155,98.7113742445148,98.7113742445148
1.117136237076267,0.32003262933400317,237.41228070175438,98.68490410048977,98.68490410048977
1.149993185225569,0.32944514922611584,237.92307692307693,98.89722620938453,98.89722620938453
1.1828501333748709,0.33885765133610485,237.68103448275863,98.79661669187996,98.79661669187996
1.2157070815241728,0.34827013515597977,238.4517543859649,99.11698099448232,99.11698099448232
1.2485640296734748,0.3576826001777558,238.7890625,99.25718949080557,99.25718949080557
1.2814209778227768,0.36709504589345454,239.70967741935485,99.63986049148622,99.63986049148622
1.3142779259720787,0.3765074717951036,239.46186440677965,99.53685232649767,99.53685232649767
1.3471348741213809,0.38591987737473704,240.25367647058823,99.86598398452138,99.86598398452138
1.3799918222706828,0.39533226212439554,239.81439393939394,99.68338789330069,99.68338789330069
1.4128487704199848,0.40474462553612656,239.05902777777777,99.36940566373991,99.36940566373991
1.4457057185692868,0.4141569671019844,239.7644927536232,99.6626455217699,99.6626455217699
1.4785626667185887,0.42356928631403057,240.2683823529412,99.87209676261956,99.87209676261956
1.5114196148678907,0.43298158266433356,240.35472972972974,99.90798868266903,99.90798868266903
1.5442765630171926,0.4423938556449695,239.47260273972603,99.54131591765596,99.54131591765596
1.5771335111664946,0.451806104748022,239.875,99.7085799484932,99.7085799484932
1.6099904593157965,0.46121832946558255,239.98684210526315,99.75506923455568,99.75506923455568
1.6428474074650985,0.47063052928975024,239.02380952380952,99.35476653047701,99.35476653047701
1.6757043556144005,0.48004270371263247,239.12037037037038,99.39490387238095,99.39490387238095
1.7085613037637024,0.4894548522263446,240.09294871794873,99.79917445466626,99.79917445466626
1.7414182519130044,0.49886697432301075,240.38372093023256,99.92003942340124,99.92003942340124
1.7742752000623063,0.5082790694947633,240.34259259259258,99.90294365209648,99.90294365209648
1.8071321482116083,0.5176911372337435,239.6994680851064,99.63561678864043,99.63561678864043
1.8399890963609105,0.5271031770321014,239.55523255813952,99.57566256426529,99.57566256426529
1.8728460445102124,0.5365151883819961,240.19722222222222,99.84251770860001,99.84251770860001
1.9057029926595144,0.5459271707755959,239.4478021978022,99.5310071034103,99.5310071034103
1.9385599408088163,0.5553391237050787,239.22554347826087,99.43862106357024,99.43862106357024
1.9714168889581183,0.5647510466626315,240.41836734693877,99.93444086169234,99.93444086169234
2.0042738371074202,0.5741629391404515,239.38659793814432,99.50556639546956,99.50556639546956
2.037130785256722,0.5835748006307453,239.14030612244898,99.40319054473096,99.40319054473096
2.069987733406024,0.5929866306257299,240.555,99.99123480775313,99.99123480775313
2.102844681555326,0.6023984286176322,239.76288659793815,99.66197789278593,99.66197789278593
2.135701629704628,0.6118101940986899,240.14814814814815,99.82211914168721,99.82211914168721
2.16855857785393,0.6212219265611507,239.5875,99.58907513667374,99.58907513667374
